procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0 211836  18164  16500 215536    0    0     8 12444  455 52140 81  9  6  3
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 211836  18160  16500 215536    4    0     4     0  203   149 56  1 42  0
 0  1 211836  18092  16504 215588    8    0    12  3156  274 58536 87  9  3  0
 0  0 211836  16020  16532 217628    0    0     0     0  204 68955 88 11  1  0
 0  0 211836  16132  16540 217504    4    0     4     0  206 69840 84 14  2  0
 0  2 211836  21824  16540 204668    4    0     4 23352  342 64606 83 15  2  0
 0  2 211836  20896  16568 211184    4    0    40   244  530 65125 84 14  0  2
 0  1 211836  18636  16596 214512    4    0   144 12736  468 65227 82 15  0  3
 2  0 211836  16128  16612 217400    0    0     8  4224  316 70811 87 13  0  0
 0  2 211836  20744  16624 208640    0    0     0 13576  282 65566 87 13  0  0
 0  1 211836  18320  16656 215160    4    0     4  6064  505 66516 82 15  0  2
 0  1 211836  18024  16668 215492    0    0     0  9952  385 67447 82 15  2  0
 0  0 211840  17668  16708 216196    0  264     0  4700  348 67255 83 14  0  2
 0  2 211840  21008  16716 210416    4    0     8  9920  283 68894 86 12  2  0
 0  0 211840  17892  16748 215924    4    0    36  6068  451 67152 77 20  2  0
 1  1 211840  21380  16768 211776    0    0   132  8280  371 69131 84 15  0  1
 0  2 211840  20696  16784 213244    4    0    20  9700  436 70534 87 12  0  0
 2  0 211840  16420  16812 217604    4    0    12   124  245 68514 83 15  0  2
 0  2 211840  16820  16812 212368   12    0   156 14216  284 65713 82 16  2  0
 2  0 211840  16172  16816 217836    0    0     0   240  399 61644 88  9  0  2
 0  1 211840  16164  16844 217880    8   72     8 12488  472 65913 80 18  0  2
 0  1 211840  16028  16860 217992    4    0     4     0  202 68223 83 14  3  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0 211840  18528  16884 215468    4    0     4 14896  499 63345 82 15  2  0
 1  1 211840  16680  16888 213956   24    0    24  9892  258 65924 87 13  0  0
 1  0 211840  18348  16916 215640    4    0     4  6292  484 65580 85 13  0  2
 2  0 211840  17704  16964 216160   72    0    96 10512  449 64753 82 16  2  0
 3  0 211840  16020  16976 217832    0    0   128     0  208 69013 84 14  2  0
 2  1 211840  22364  16992 210128    0    0     0 12056  354 67167 84 13  3  0
 2  0 211840  17884  17008 215932    4    0     4  8212  442 68733 86 12  0  1
 2  0 211840  17160  17044 216628    0  168     8  7384  388 66723 84 14  2  0
 2  0 211840  17716  17060 216056    0    0    16  4920  310 68832 83 14  2  0
 2  0 211840  17628  17088 216116    0    0   128  6004  332 71522 85 15  0  0
 2  1 211840  20940  17108 211532    0    0     4 12332  356 61701 84 14  2  0
 2  1 211840  19452  17120 213128    0    0     8  8324  448 55816 81 16  0  3
 1  0 211840  16224  17152 217392    0    0     0  3028  337 65554 83 14  0  2
 2  1 211840  20092  17168 213540    0    0    44 12956  459 64067 79 18  0  2
 1  0 211840  16188  17180 217448    4    0   132   152  223 62199 86 12  2  0
 2  0 211840  16096  17188 217532    0    0   140     0  209 68070 83 15  2  0
 2  1 211840  19548  17212 213988    0    0    24 21452  585 61084 82 15  0  2
 3  0 211840  15996  17268 217532    4    0     4  6896  377 72490 86 14  0  0
 2  0 211840  17056  17288 216452    4    0     4  6932  347 67129 86 12  2  0
 2  1 211840  20400  17308 210780    0    0   128  9716  281 59452 89  9  2  0
 2  0 211840  17836  17364 215592    0    0     4  6628  456 62694 88  9  0  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0 211840  16100  17364 217328    0    0     0     0  204 61261 86 12  1  0
 1  0 211840  19372  17388 214032    4    0     4 11596  425 61277 85 12  1  1
 1  0 211840  18948  17408 214432    4    0     8 11444  439 65901 82 16  0  2
 2  0 211840  16296  17436 217056    0    0     0     0  203 56536 87 11  2  0
 2  1 211840  21660  17440 208848    0    0     4 15532  389 62936 83 17  0  0
 2  1 211840  17784  17448 214308    0    0     0  7884  448 64763 83 16  0  1
 2  0 211840  16184  17464 217136    0    0     0   204  289 62702 83 15  0  2
 2  0 211840  17924  17484 215372    0    0   132 11536  444 62161 82 16  1  0
 2  0 211840  15736  17496 217540    0    0     0     0  204 62682 83 15  2  0
 3  1 211840  18440  17508 209940    0    0     0 18640  334 67147 82 16  2  0
 2  0 211840  16368  17524 216868    0    0     0   244  387 68830 81 17  2  0
 2  1 211840  16216  17528 213324    0    0     0 15452  307 61863 84 14  0  2
 2  0 211840  18208  17560 214968    0    0     0  6912  523 70923 83 16  0  0
 1  0 211840  16000  17568 217168    4    0     4     0  204 67280 89 11  0  0
 1  0 211840  15964  17572 217196    4    0     4     0  208 11020 59  2 38  0
 1  1 211840  22252  17572 209756    0    0    40 12036  363 34575 69  9 21  0
 1  0 211840  18592  17592 214544    4    0   144  3848  362 67275 87 12  1  0
 1  0 211840  17952  17612 215164    0    0     0  7996  365 64303 80 18  2  0
 2  0 211840  17792  17628 215300    4    0     8 10124  405 68471 86 14  0  0
 1  0 211840  16064  17656 216996    4    0     4  5136  315 66648 86 13  0  1
 1  0 211840  17864  17692 215280    4  140     4   140  227 69260 83 15  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  2 211840  22384  17724 210360    4    0   136 19620  516 66946 83 14  0  2
 1  0 211840  17984  17748 215080   16    0    28  3284  339 68823 85 13  1  1
 1  0 211840  18388  17776 214648    0    0    28 12292  460 66562 78 20  2  0
 1  0 211840  17652  17812 215348    0    0     0  5012  306 67926 82 15  2  0
 1  0 211840  15904  17824 217212    4    0     4     0  204 69334 85 13  2  0
 1  1 211840  18636  17840 213972    0    0    24 19532  520 68644 84 15  0  0
 1  0 211840  15792  17876 217308    0    0   120  3032  340 68239 86 11  0  2
 2  1 211840  19924  17892 210564    0    0     4 10632  282 64437 81 16  2  0
 1  1 211840  16876  17896 216204    0    0     4   244  409 60073 86 12  0  2
 1  0 211840  16832  17916 216228    0    0     0 13716  482 68361 86 11  0  2
 1  0 211840  18000  17952 215020    4    0     4  7152  348 66993 84 13  0  2
 2  0 211840  18272  17984 214716    0    0     0  9108  394 67147 86 12  2  0
 2  0 211840  16068  18008 216896    0    0    32  4052  300 68606 91  9  0  0
 3  0 211840  15992  18016 216960    4    0     4     0  204 70294 84 15  0  0
 2  0 211840  16264  18024 216660    0    0    56     0  210 67238 84 14  2  0
 0  2 211840  19132  18040 208840    4    0     4 23896  466 67064 81 17  2  0
 2  1 211840  16520  18060 216216    0    0     8  7472  518 62851 85 13  0  2
 2  0 211840  16104  18080 216660    4    0     4  5884  345 64786 85 13  2  0
 2  0 211840  16424  18100 216316    0    0    16 11572  438 62931 84 14  0  2
 2  0 211840  16944  18124 215764    4    0    20  3724  287 68636 87 11  2  0
 1  1 211840  19340  18156 212704    0    0    28 13612  428 67166 88 12  0  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0 211840  16368  18180 216452    0    0    36  2664  324 70011 85 14  0  0
 1  0 211840  15972  18212 216788    4    0    80  8932  403 65806 84 14  0  2
 1  0 211840  16132  18240 216560    0    0    40     0  212 69434 87 11  2  0
 1  1 211840  19564  18252 206712    0    0     8 17936  284 67207 78 19  2  0
 2  1 211840  19732  18276 212860    4    0    24  5972  545 67167 87 10  0  2
 1  0 211840  16284  18300 216340    0    0    40  6084  400 68037 79 18  1  1
 1  1 211840  22168  18316 210140    0    0    20 10140  360 66708 86 13  0  1
 1  0 211840  17132  18332 215444    4    0    32   224  256 68009 90 10  0  0
 1  1 211840  18900  18344 210500    0    0    52 13768  337 63196 83 15  2  0
 0  2 211840  16240  18360 215600    4    0    56  8256  419 67168 83 14  0  2
 1  0 211840  17496  18388 214876   12    0    44  8628  477 64144 85 13  0  2
 1  0 211840  16052  18392 216312    4    0    12     0  206 63295 82 16  2  0
 1  0 211840  20208  18032 212508    4    0    28 12076  436 60754 80 17  0  2
 1  0 211840  16368  17048 217332    0    0     8     0  205 64470 84 13  2  0
 1  2 211840  20348  17056 210528    0    0    16 12548  317 58996 67 16  0 17
 0  1 211840  17352  17068 216280    0    0    44  9644  565 66791 80 10  0 10
 0  0 211840  17140  17112 216428    0    0    20  8104  391 66347 85 13  0  2
 0  2 211840  20548  17136 210396    4    0    20 10192  284 66311 86 14  0  0
 0  0 211840  17756  17156 215844    0    0     8  5376  436 66624 80 17  3  0
 0  0 211840  18696  17176 214884    0    0    24  7764  366 67441 84 13  2  1
 0  0 211840  16040  17176 217540    0    0     8     0  206 68744 87 11  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0 211840  16744  17200 216812    0    0    24 10024  430 69273 84 14  1  0
 0  1 211840  15944  17224 217588    4    0    28 10984  423 68315 79 20  1  0
 0  0 211840  16260  17248 217240    4    0    84     0  214 69629 85 13  2  0
 0  1 211840  20132  17264 212364    0    0   108 18596  489 65154 90  8  2  0
 0  0 211840  16124  17304 217328    0    0   148  7672  447 66604 82 16  2  0
 1  1 211840  16796  17328 213192    0    0     0  9044  244 67808 83 14  3  0
 0  1 211840  16084  17348 217320    4    0   136  3356  413 68863 85 12  2  0
 0  0 211840  17928  17364 215460    0    0     4  8660  381 67151 88  9  0  2
 0  0 211840  17704  17376 215672    0    0     0 10180  410 62072 88 12  0  0
 0  0 211840  18912  17404 214440    0    0     0  7112  349 68137 83 16  1  0
 0  0 211840  17636  17440 215680    0    0    12  7872  369 67829 82 15  3  0
 0  1 211840  18672  17456 214628    4    0   132  6700  345 68320 86 12  2  0
 0  0 211840  16240  17488 217024    0    0     0  2004  248 65804 85 13  2  0
 0  0 211840  21732  17512 211564    0    0     0 11472  422 67141 85 12  0  2
 0  0 211840  16132  17520 217156    0    0     0     0  204 68178 83 14  2  0
 0  3 211840  17912  17524 212992    4    0   140 13328  481 64186 79 13  0  8
 0  0 211840  15788  17556 216664  796    0   800  8964  636 23397 26  8  0 66
 3  0 211840  15952  17572 216484    4    0    16   860  227 55570 76 12 10  2
 2  0 211840  19976  17576 212444   20    0    20  4948  310   193 55  3 34  8
 0  0 211840  17088  17584 215320    4    0    20  2252  257 57620 81 12  6  0
 0  1 211840  19172  17608 213212    4    0     4  7820  366 69142 83 15  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  2 211840  20496  17640 211844    4  336     4  8728  409 67892 88 10  2  0
 0  0 211840  16232  17652 216092    4    0     4   236  215 68017 85 12  2  0
 0  0 211840  16188  17660 216452    0    0     0 15424  500 66253 85 13  0  2
 0  0 211840  17836  17676 214796    0    0     4  6232  330 67428 88  9  2  0
 0  1 211840  16524  17688 213228    0    0     0 10124  257 71052 88 12  0  0
 0  1 211840  15972  17716 216964    4    0   136   224  356 67578 88 10  0  2
 0  2 211840  17904  17724 214984   12    0    16 10464  430 67902 82 15  2  0
 0  1 211840  17552  17756 215328    0    0    40 11992  471 66144 85 13  0  2
 0  2 211840  18344  17784 213396    4    0     4  7424  297 63631 82 16  2  0
 0  0 211840  16128  17800 216708    0    0     0  2624  323 65792 88  9  2  0
 0  0 211840  16080  17804 216752    0    0     0     0  202 66632 84 13  2  0
 0  0 211840  16088  17824 216660    0    0     0     0  204 59857 83 14  2  0
 0  2 211840  21184  17824 211064    0    0   132 21768  582 66396 84 16  0  0
 0  0 211840  19740  17856 212904    4    0     4 14396  548 77103 84 15  0  1
 0  1 211840  16544  17880 213028    0    0    28  8896  248 70533 83 15  2  0
 0  0 211840  16104  17900 216500    0    0     0   244  347 69191 83 15  0  2
 0  1 211840  18876  17916 213312    0    0     0 15392  471 66584 88 10  0  2
 0  1 211840  19136  17944 212472    0    0    16  6132  316 66998 85 13  2  0
 0  0 211840  19464  17960 213068    0    0     4  5760  379 65903 86 11  0  2
 0  1 211840  16100  17960 216644    4    0    16     0  206 69366 85 12  2  0
 1  0 211840  18672  17992 214032    4    0   132 16052  520 69459 84 16  0  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  2 211840  18024  18008 212560    4    0     4  8888  280 65217 86 13  0  0
 0  2 211840  19296  18048 213260    4    0   152  7808  453 63974 85 14  0  1
 0  1 211840  18580  18072 214040    4    0     4  5004  338 65033 79 17  3  0
 0  0 211840  16152  18076 216464    0    0     0  4232  296 61971 83 15  2  0
 0  0 211840  19596  18104 212984    8    0    40 12704  469 63980 84 14  2  0
 0  0 211840  18292  18128 214260    4    0    20  7132  360 63941 83 14  2  0
 3  0 211840  16416  18156 216108    0    0    32     0  209 68007 87 11  1  0
 0  0 211840  16332  18160 216184    4    0     4     0  205 61204 89 10  0  0
 0  1 211840  21696  18164 209484    0    0   128 19376  509 62407 84 15  1  0
 0  2 211840  16756  17976 215900    0    0     0  8380  452 67382 81 17  0  2
 0  0 211840  17740  16852 215872    0    0     0  9148  417 68190 83 15  0  2
 0  1 211840  16424  16884 213712    0    0     0  9288  236 67385 84 14  2  0
 0  1 211840  19096  16928 214164   24    0   148  6504  454 67016 83 14  3  0
 0  0 211840  18856  16956 214924    0    0     4  5564  368 67328 83 14  2  0
 0  1 211840  18244  16964 214776    0    0   128  9044  324 69753 83 16  0  0
 0  0 211840  18956  17000 214800    0    0     0  7588  420 68333 86 14  0  0
 0  0 211840  16196  17000 217560    0    0     0     0  204 68483 82 15  3  0
 0  2 211840  17852  17016 215752  112    0   144 10372  465 56020 75  8  0 17
 0  1 211840  20008  17040 212672    4   28     4 12764  432 66306 86 11  3  0
 0  0 211840  16708  17060 216960    0    0    96   160  270 66405 82 15  2  0
 1  0 211840  16132  17076 217460    0    0     0 12820  459 69698 87 13  0  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 211840  16052  17096 217520    0    0     0     0  205 69337 86 14  0  0
 0  0 211840  19644  17104 213948    0    0     0 11104  417 66477 82 15  2  0
 0  0 211840  16220  17120 217356    0    0    32     0  208 68166 88 10  2  0
 0  2 211840  18056  17144 214980    0    0    16 20924  562 65635 83 14  0  2
 0  1 211840  18940  17172 214580    4    0     4  4696  350 66764 86 11  0  2
 0  0 211840  18988  17184 214520    0    0     4  8464  377 68150 79 18  0  2
 0  1 211840  16224  17204 214132    4    0     4  8784  220 67421 82 15  2  0
 0  0 211840  16260  17216 217204    0    0     0   228  369 71690 89 11  0  0
 0  1 211840  20716  17220 210360    0    0     0 13328  337 67026 81 16  2  0
 0  0 211840  17916  17252 215456    0    0     0  5592  435 64680 80 17  2  1
 0  2 211840  17280  17264 216076    4    0    20 10128  387 65563 89  9  2  0
 0  0 211840  15828  17276 217520    0    0     0    92  233 34448 73  6 20  0
 0  0 211840  16228  17276 217120    0    0     0     0  203  3901 58  2 40  0
 0  1 211840  21124  17300 211988    0    0    20 10132  401 68207 86 14  0  0
 0  1 211840  16588  17340 216692    4    0    28  8592  396 69097 82 17  1  0
